word,type_word,level,uk_mp3,uk_ogg,us_mp3,us_ogg
eager,adjective,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/eag/eager/eager__gb_3.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/e/eag/eager/eager__gb_3.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/eag/eager/eager__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eag/eager/eager__us_1.ogg
ear,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/ear/ear__/ear__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/e/ear/ear__/ear__gb_2.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/ear/ear__/ear__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ear/ear__/ear__us_1.ogg
early,adjective,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/ear/early/early__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/e/ear/early/early__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/ear/early/early__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ear/early/early__us_1.ogg
early,adverb,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/ear/early/early__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/e/ear/early/early__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/ear/early/early__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ear/early/early__us_1.ogg
earn,verb,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/ear/earn_/earn__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/e/ear/earn_/earn__gb_2.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/ear/earn_/earn__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ear/earn_/earn__us_1.ogg
earnings,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/ear/earni/earnings__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/e/ear/earni/earnings__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/ear/earni/earnings__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ear/earni/earnings__us_1.ogg
earth,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/ear/earth/earth__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/e/ear/earth/earth__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/ear/earth/earth__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ear/earth/earth__us_1.ogg
earthquake,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/ear/earth/earthquake__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/e/ear/earth/earthquake__gb_2.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/ear/earth/earthquake__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ear/earth/earthquake__us_1.ogg
ease,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/eas/ease_/ease__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/e/eas/ease_/ease__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/eas/ease_/ease__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eas/ease_/ease__us_1.ogg
ease,verb,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/eas/ease_/ease__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/e/eas/ease_/ease__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/eas/ease_/ease__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eas/ease_/ease__us_1.ogg
easily,adverb,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/eas/easil/easily__gb_3.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/e/eas/easil/easily__gb_3.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/eas/easil/easily__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eas/easil/easily__us_1.ogg
east,adjective,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/eas/east_/east__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/e/eas/east_/east__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/eas/east_/east__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eas/east_/east__us_1.ogg
east,adverb,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/eas/east_/east__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/e/eas/east_/east__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/eas/east_/east__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eas/east_/east__us_1.ogg
east,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/eas/east_/east__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/e/eas/east_/east__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/eas/east_/east__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eas/east_/east__us_1.ogg
eastern,adjective,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/eas/easte/eastern__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/e/eas/easte/eastern__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/eas/easte/eastern__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eas/easte/eastern__us_1.ogg
easy,adjective,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/eas/easy_/easy__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/e/eas/easy_/easy__gb_2.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/eas/easy_/easy__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eas/easy_/easy__us_1.ogg
eat,verb,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/eat/eat__/eat__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/e/eat/eat__/eat__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/eat/eat__/eat__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eat/eat__/eat__us_1.ogg
echo,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/ech/echo_/echo__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/e/ech/echo_/echo__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/ech/echo_/echo__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ech/echo_/echo__us_1.ogg
echo,verb,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/ech/echo_/echo__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/e/ech/echo_/echo__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/ech/echo_/echo__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ech/echo_/echo__us_1.ogg
ecological,adjective,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/eco/ecolo/ecological__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/e/eco/ecolo/ecological__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/eco/ecolo/ecological__us_1_rr.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eco/ecolo/ecological__us_1_rr.ogg
economic,adjective,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/eco/econo/economic__gb_4.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/e/eco/econo/economic__gb_4.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/eco/econo/economic__us_2_rr.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eco/econo/economic__us_2_rr.ogg
economics,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/eco/econo/economics__gb_4.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/e/eco/econo/economics__gb_4.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/eco/econo/economics__us_1_rr.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eco/econo/economics__us_1_rr.ogg
economist,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/eco/econo/economist__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/e/eco/econo/economist__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/eco/econo/economist__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eco/econo/economist__us_1.ogg
economy,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/eco/econo/economy__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/e/eco/econo/economy__gb_2.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/eco/econo/economy__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eco/econo/economy__us_1.ogg
edge,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/edg/edge_/edge__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/e/edg/edge_/edge__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/edg/edge_/edge__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/edg/edge_/edge__us_1.ogg
edit,verb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/edi/edit_/edit__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/e/edi/edit_/edit__gb_2.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/edi/edit_/edit__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/edi/edit_/edit__us_1.ogg
edition,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/edi/editi/edition__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/e/edi/editi/edition__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/edi/editi/edition__us_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/edi/editi/edition__us_2.ogg
editor,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/edi/edito/editor__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/e/edi/edito/editor__gb_2.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/edi/edito/editor__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/edi/edito/editor__us_1.ogg
editorial,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/edi/edito/editorial__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/e/edi/edito/editorial__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/edi/edito/editorial__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/edi/edito/editorial__us_1.ogg
educate,verb,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/edu/educa/educate__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/e/edu/educa/educate__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/edu/educa/educate__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/edu/educa/educate__us_1.ogg
educated,adjective,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/edu/educa/educated__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/e/edu/educa/educated__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/edu/educa/educated__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/edu/educa/educated__us_1.ogg
education,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/edu/educa/education__gb_4.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/e/edu/educa/education__gb_4.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/edu/educa/education__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/edu/educa/education__us_1.ogg
educational,adjective,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/edu/educa/educational__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/e/edu/educa/educational__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/edu/educa/educational__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/edu/educa/educational__us_1.ogg
educator,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/edu/educa/educator__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/e/edu/educa/educator__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/edu/educa/educator__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/edu/educa/educator__us_1.ogg
effect,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/eff/effec/effect__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/e/eff/effec/effect__gb_2.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/eff/effec/effect__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eff/effec/effect__us_1.ogg
effective,adjective,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/eff/effec/effective__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/e/eff/effec/effective__gb_2.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/eff/effec/effective__us_3.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eff/effec/effective__us_3.ogg
effectively,adverb,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/eff/effec/effectively__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/e/eff/effec/effectively__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/eff/effec/effectively__us_3.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eff/effec/effectively__us_3.ogg
effectiveness,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/eff/effec/effectiveness_1_gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/e/eff/effec/effectiveness_1_gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/eff/effec/effectiveness__us_3.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eff/effec/effectiveness__us_3.ogg
efficiency,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/eff/effic/efficiency__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/e/eff/effic/efficiency__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/eff/effic/efficiency__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eff/effic/efficiency__us_1.ogg
efficient,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/eff/effic/efficient__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/e/eff/effic/efficient__gb_2.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/eff/effic/efficient__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eff/effic/efficient__us_1.ogg
efficiently,adverb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/eff/effic/efficiently__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/e/eff/effic/efficiently__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/eff/effic/efficiently__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eff/effic/efficiently__us_1.ogg
effort,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/eff/effor/effort__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/e/eff/effor/effort__gb_2.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/eff/effor/effort__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eff/effor/effort__us_1.ogg
egg,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/egg/egg__/egg__gb_3.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/e/egg/egg__/egg__gb_3.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/egg/egg__/egg__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/egg/egg__/egg__us_1.ogg
ego,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/ego/ego__/ego__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/e/ego/ego__/ego__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/ego/ego__/ego__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ego/ego__/ego__us_1.ogg
eight,number,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/eig/eight/eight__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/e/eig/eight/eight__gb_2.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/eig/eight/eight__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eig/eight/eight__us_1.ogg
eighteen,number,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/eig/eight/eighteen__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/e/eig/eight/eighteen__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/eig/eight/eighteen__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eig/eight/eighteen__us_1.ogg
eighty,number,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/eig/eight/eighty__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/e/eig/eight/eighty__gb_2.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/eig/eight/eighty__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eig/eight/eighty__us_1.ogg
either,adverb,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/eit/eithe/either__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/e/eit/eithe/either__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/eit/eithe/either__us_2_rr.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eit/eithe/either__us_2_rr.ogg
either,determiner,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/eit/eithe/either__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/e/eit/eithe/either__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/eit/eithe/either__us_2_rr.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eit/eithe/either__us_2_rr.ogg
either,pronoun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/eit/eithe/either__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/e/eit/eithe/either__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/eit/eithe/either__us_2_rr.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eit/eithe/either__us_2_rr.ogg
elaborate,adjective,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/ela/elabo/elaborate__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/e/ela/elabo/elaborate__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/ela/elabo/elaborate__us_2_rr.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ela/elabo/elaborate__us_2_rr.ogg
elbow,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/elb/elbow/elbow__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/e/elb/elbow/elbow__gb_2.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/elb/elbow/elbow__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/elb/elbow/elbow__us_1.ogg
elderly,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/eld/elder/elderly__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/e/eld/elder/elderly__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/eld/elder/elderly__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/eld/elder/elderly__us_1.ogg
elect,verb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/ele/elect/elect__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/e/ele/elect/elect__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/ele/elect/elect__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ele/elect/elect__us_1.ogg
election,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/ele/elect/election__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/e/ele/elect/election__gb_2.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/ele/elect/election__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ele/elect/election__us_1.ogg
electoral,adjective,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/ele/elect/electoral__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/e/ele/elect/electoral__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/ele/elect/electoral__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ele/elect/electoral__us_1.ogg
electric,adjective,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/ele/elect/electric__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/e/ele/elect/electric__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/ele/elect/electric__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ele/elect/electric__us_1.ogg
electrical,adjective,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/ele/elect/electrical__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/e/ele/elect/electrical__gb_2.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/ele/elect/electrical__us_3.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ele/elect/electrical__us_3.ogg
electricity,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/ele/elect/electricity__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/e/ele/elect/electricity__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/ele/elect/electricity__us_6.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ele/elect/electricity__us_6.ogg
electronic,adjective,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/ele/elect/electronic__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/e/ele/elect/electronic__gb_2.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/ele/elect/electronic__us_5.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ele/elect/electronic__us_5.ogg
electronics,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/ele/elect/electronics__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/e/ele/elect/electronics__gb_2.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/ele/elect/electronics__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ele/elect/electronics__us_1.ogg
elegant,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/ele/elega/elegant__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/e/ele/elega/elegant__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/ele/elega/elegant__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ele/elega/elegant__us_1.ogg
element,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/ele/eleme/element__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/e/ele/eleme/element__gb_2.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/ele/eleme/element__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ele/eleme/element__us_1.ogg
elementary,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/ele/eleme/elementary__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/e/ele/eleme/elementary__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/ele/eleme/elementary__us_1_rr.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/e/ele/eleme/elementary__us_1_rr.ogg
