word,type_word,level,uk_mp3,uk_ogg,us_mp3,us_ogg
monitor,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mon/monit/monitor__gb_3.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/m/mon/monit/monitor__gb_3.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mon/monit/monitor__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mon/monit/monitor__us_1.ogg
monitor,verb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mon/monit/monitor__gb_3.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/m/mon/monit/monitor__gb_3.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mon/monit/monitor__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mon/monit/monitor__us_1.ogg
monk,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mon/monk_/monk__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/m/mon/monk_/monk__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mon/monk_/monk__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mon/monk_/monk__us_1.ogg
monkey,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mon/monke/monkey__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/m/mon/monke/monkey__gb_2.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mon/monke/monkey__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mon/monke/monkey__us_1.ogg
monopoly,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mon/monop/monopoly__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/m/mon/monop/monopoly__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mon/monop/monopoly__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mon/monop/monopoly__us_1.ogg
monster,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mon/monst/monster__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/m/mon/monst/monster__gb_2.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mon/monst/monster__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mon/monst/monster__us_1.ogg
month,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mon/month/month__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/m/mon/month/month__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mon/month/month__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mon/month/month__us_1.ogg
monthly,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mon/month/monthly__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/m/mon/month/monthly__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mon/month/monthly__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mon/month/monthly__us_1.ogg
monument,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mon/monum/monument__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/m/mon/monum/monument__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mon/monum/monument__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mon/monum/monument__us_1.ogg
mood,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/moo/mood_/mood__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/m/moo/mood_/mood__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/moo/mood_/mood__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/moo/mood_/mood__us_1.ogg
moon,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/moo/moon_/moon_1_gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/m/moo/moon_/moon_1_gb_2.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/moo/moon_/moon__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/moo/moon_/moon__us_1.ogg
moral,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mor/moral/moral__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/m/mor/moral/moral__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mor/moral/moral__us_1_rr.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mor/moral/moral__us_1_rr.ogg
moral,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mor/moral/moral__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/m/mor/moral/moral__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mor/moral/moral__us_1_rr.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mor/moral/moral__us_1_rr.ogg
morality,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mor/moral/morality__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/m/mor/moral/morality__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mor/moral/morality__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mor/moral/morality__us_1.ogg
more,adverb,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mor/more_/more__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/m/mor/more_/more__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mor/more_/more__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mor/more_/more__us_1.ogg
more,determiner,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mor/more_/more__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/m/mor/more_/more__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mor/more_/more__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mor/more_/more__us_1.ogg
more,pronoun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mor/more_/more__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/m/mor/more_/more__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mor/more_/more__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mor/more_/more__us_1.ogg
moreover,adverb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mor/moreo/moreover__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/m/mor/moreo/moreover__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mor/moreo/moreover__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mor/moreo/moreover__us_1.ogg
morning,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mor/morni/morning__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/m/mor/morni/morning__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mor/morni/morning__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mor/morni/morning__us_1.ogg
mortgage,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mor/mortg/mortgage__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/m/mor/mortg/mortgage__gb_2.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mor/mortg/mortgage__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mor/mortg/mortgage__us_1.ogg
mosque,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mos/mosqu/mosque__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/m/mos/mosqu/mosque__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mos/mosqu/mosque__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mos/mosqu/mosque__us_1.ogg
most,adverb,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mos/most_/most__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/m/mos/most_/most__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mos/most_/most__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mos/most_/most__us_1.ogg
most,determiner,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mos/most_/most__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/m/mos/most_/most__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mos/most_/most__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mos/most_/most__us_1.ogg
most,pronoun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mos/most_/most__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/m/mos/most_/most__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mos/most_/most__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mos/most_/most__us_1.ogg
mostly,adverb,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mos/mostl/mostly__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/m/mos/mostl/mostly__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mos/mostl/mostly__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mos/mostl/mostly__us_1.ogg
mother,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mot/mothe/mother__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/m/mot/mothe/mother__gb_2.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mot/mothe/mother__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mot/mothe/mother__us_1.ogg
motion,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mot/motio/motion__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/m/mot/motio/motion__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mot/motio/motion__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mot/motio/motion__us_1.ogg
motivate,verb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mot/motiv/motivate__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/m/mot/motiv/motivate__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mot/motiv/motivate__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mot/motiv/motivate__us_1.ogg
motivation,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mot/motiv/motivation__gb_3.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/m/mot/motiv/motivation__gb_3.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mot/motiv/motivation__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mot/motiv/motivation__us_1.ogg
motive,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mot/motiv/motive__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/m/mot/motiv/motive__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mot/motiv/motive__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mot/motiv/motive__us_1.ogg
motor,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mot/motor/motor__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/m/mot/motor/motor__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mot/motor/motor__us_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mot/motor/motor__us_2.ogg
motor,noun,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mot/motor/motor__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/m/mot/motor/motor__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mot/motor/motor__us_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mot/motor/motor__us_2.ogg
motorcycle,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mot/motor/motorcycle__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/m/mot/motor/motorcycle__gb_2.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mot/motor/motorcycle__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mot/motor/motorcycle__us_1.ogg
motorist,noun,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mot/motor/motorist__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/m/mot/motor/motorist__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mot/motor/motorist__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mot/motor/motorist__us_1.ogg
mount,verb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mou/mount/mount__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/m/mou/mount/mount__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mou/mount/mount__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mou/mount/mount__us_1.ogg
mountain,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mou/mount/mountain__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/m/mou/mount/mountain__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mou/mount/mountain__us_5.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mou/mount/mountain__us_5.ogg
mouse,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mou/mouse/mouse__gb_3.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/m/mou/mouse/mouse__gb_3.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mou/mouse/mouse__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mou/mouse/mouse__us_1.ogg
mouth,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mou/mouth/mouth__gb_3.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/m/mou/mouth/mouth__gb_3.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mou/mouth/mouth__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mou/mouth/mouth__us_1.ogg
move,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mov/move_/move__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/m/mov/move_/move__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mov/move_/move__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mov/move_/move__us_1.ogg
move,verb,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mov/move_/move__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/m/mov/move_/move__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mov/move_/move__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mov/move_/move__us_1.ogg
movement,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mov/movem/movement__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/m/mov/movem/movement__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mov/movem/movement__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mov/movem/movement__us_1.ogg
movie,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mov/movie/movie__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/m/mov/movie/movie__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mov/movie/movie__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mov/movie/movie__us_1.ogg
moving,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mov/movin/moving__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/m/mov/movin/moving__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mov/movin/moving__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mov/movin/moving__us_1.ogg
much,adverb,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/muc/much_/much__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/m/muc/much_/much__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/muc/much_/much__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/muc/much_/much__us_1.ogg
much,determiner,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/muc/much_/much__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/m/muc/much_/much__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/muc/much_/much__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/muc/much_/much__us_1.ogg
much,pronoun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/muc/much_/much__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/m/muc/much_/much__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/muc/much_/much__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/muc/much_/much__us_1.ogg
mud,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mud/mud__/mud__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/m/mud/mud__/mud__gb_2.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mud/mud__/mud__us_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mud/mud__/mud__us_2.ogg
multiple,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mul/multi/multiple__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/m/mul/multi/multiple__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mul/multi/multiple__us_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mul/multi/multiple__us_2.ogg
multiply,verb,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mul/multi/multiply__gb_4.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/m/mul/multi/multiply__gb_4.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mul/multi/multiply__us_3.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mul/multi/multiply__us_3.ogg
mum,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mum/mum_1/mum_1_gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/m/mum/mum_1/mum_1_gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mum/mum__/mum__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mum/mum__/mum__us_1.ogg
municipal,adjective,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mun/munic/municipal__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/m/mun/munic/municipal__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mun/munic/municipal__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mun/munic/municipal__us_1.ogg
murder,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mur/murde/murder__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/m/mur/murde/murder__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mur/murde/murder__us_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mur/murde/murder__us_2.ogg
murder,verb,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mur/murde/murder__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/m/mur/murde/murder__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mur/murde/murder__us_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mur/murde/murder__us_2.ogg
muscle,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mus/muscl/muscle__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/m/mus/muscl/muscle__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mus/muscl/muscle__us_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mus/muscl/muscle__us_2.ogg
museum,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mus/museu/museum__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/m/mus/museu/museum__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mus/museu/museum__us_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mus/museu/museum__us_2.ogg
music,noun,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mus/music/music__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/m/mus/music/music__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mus/music/music__us_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mus/music/music__us_2.ogg
musical,adjective,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mus/music/musical__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/m/mus/music/musical__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mus/music/musical__us_3.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mus/music/musical__us_3.ogg
musical,noun,b1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mus/music/musical__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/m/mus/music/musical__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mus/music/musical__us_3.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mus/music/musical__us_3.ogg
musician,noun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mus/music/musician__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/m/mus/music/musician__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mus/music/musician__us_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mus/music/musician__us_2.ogg
must,modal verb,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mus/must_/must__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/m/mus/must_/must__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mus/must_/must__us_1_rr.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mus/must_/must__us_1_rr.ogg
mutual,adjective,c1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mut/mutua/mutual__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/m/mut/mutua/mutual__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mut/mutua/mutual__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mut/mutua/mutual__us_1.ogg
my,determiner,a1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/my_/my__g/my__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/m/my_/my__g/my__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/my_/my__u/my__us_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/my_/my__u/my__us_1.ogg
myself,pronoun,a2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mys/mysel/myself__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/m/mys/mysel/myself__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mys/mysel/myself__us_3.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mys/mysel/myself__us_3.ogg
mysterious,adjective,b2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/m/mys/myste/mysterious__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/m/mys/myste/mysterious__gb_1.ogg,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/m/mys/myste/mysterious__us_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/m/mys/myste/mysterious__us_2.ogg
